r01none,r01big,r01mid,r01small,r005none,r005big,r005mid,r005small,y01none,y01big,y01mid,y01small,y005none,y005big,y005mid,y005small,WaveLength
0.01979795,0.018025317,0.011709791,0.025090518,0.009199847,0.002346142,0.003387855,0.009114741,0.011709791,-0.005126201,-0.002505771,0.014299189,0.003139375,-0.001933243,-0.001447491,0.000539172,637
0.019833317,0.018381288,0.012008598,0.024953993,0.00998593,0.002060962,0.003233104,0.009035385,0.011668615,-0.005882034,-0.002901682,0.014806545,0.003216314,-0.002090741,-0.00186125,0.000397372,641
0.021281234,0.019461487,0.013731178,0.026641852,0.011016382,0.002361994,0.003760443,0.009819778,0.012503019,-0.005144446,-0.002410584,0.016940743,0.003276009,-0.002033229,-0.001898271,0.000801566,645
0.02187378,0.019947859,0.01457879,0.027887918,0.01183099,0.002770684,0.004213529,0.010627551,0.012970224,-0.005437355,-0.002279585,0.017958251,0.003297443,-0.001947831,-0.001862013,0.001058792,649
0.023577176,0.020469374,0.016596922,0.029744549,0.013257932,0.003230229,0.004587404,0.011105018,0.014580418,-0.005548449,-0.001654046,0.020167361,0.003651146,-0.00188318,-0.001990299,0.001518392,653
0.024693462,0.021156114,0.017570548,0.031260996,0.01409058,0.003569013,0.005130215,0.011820455,0.014967453,-0.005605296,-0.001619405,0.02169845,0.003794036,-0.001854166,-0.001982088,0.001777174,657
0.025916621,0.02063252,0.017468395,0.032519303,0.015883386,0.004115359,0.006062881,0.012711178,0.016217232,-0.005248335,-0.000892054,0.022632094,0.003957146,-0.001451072,-0.001682346,0.00261697,661
0.027543511,0.021111282,0.01897427,0.03381285,0.017231059,0.004528277,0.006457028,0.013409684,0.017305509,-0.005012523,-0.000479883,0.024230864,0.004262878,-0.001634342,-0.001614485,0.002839357,665
0.028581156,0.019914839,0.019200391,0.033809815,0.019201065,0.004659806,0.006565291,0.013880652,0.017863962,-0.005682677,0.000213486,0.024677971,0.004441852,-0.001510115,-0.001954764,0.003290336,669
0.03046921,0.02093937,0.019826388,0.035817967,0.020324977,0.005557265,0.007060493,0.01445286,0.018947296,-0.005015207,0.000354129,0.026077351,0.004538271,-0.001389359,-0.001565151,0.003794036,673
0.030440732,0.019023237,0.018823837,0.036679295,0.021794396,0.005681327,0.007378086,0.014785688,0.020421611,-0.004699226,0.00066866,0.02606057,0.004143606,-0.000928643,-0.001403334,0.004289587,677
0.033768183,0.021677153,0.021886401,0.040488122,0.02368458,0.007362487,0.009301199,0.016481146,0.021624857,-0.004454849,0.001145831,0.027415535,0.004473794,-0.000447317,-0.000323155,0.004855044,681
0.03610426,0.024303311,0.025388977,0.044990694,0.026207872,0.009429482,0.011496353,0.018904092,0.02344812,-0.002260554,0.005047784,0.030974279,0.005658257,0.000648524,0.001516246,0.006212841,685
0.036680891,0.023484263,0.024930908,0.045643487,0.02717123,0.009497154,0.011621812,0.019647066,0.02499129,-0.001593325,0.006432408,0.032175913,0.005075652,0.000856823,0.001257834,0.006686435,689
0.041902384,0.029559618,0.030624882,0.050818745,0.03232717,0.013123706,0.015079254,0.023013385,0.025456226,0.001244219,0.008215186,0.035249001,0.005313794,0.001903034,0.004582925,0.008262119,693
0.042558186,0.0284919,0.030686563,0.051251733,0.032928483,0.013224411,0.015165917,0.023441604,0.027927332,0.004119715,0.009561484,0.041902207,0.006341251,0.003231368,0.005152888,0.00908218,697
0.044751347,0.036143356,0.036221558,0.055491165,0.035527681,0.016048069,0.017681055,0.025225785,0.026095162,0.005284422,0.010191756,0.042523783,0.006203586,0.002970201,0.00694521,0.009185401,701
0.043660789,0.035876616,0.033701793,0.05394094,0.033537745,0.014774903,0.01655906,0.024363629,0.025682803,0.0044233,0.00928632,0.04442983,0.005552141,0.003149653,0.006823173,0.009226598,705
0.047392907,0.042723521,0.038193917,0.055851344,0.034113978,0.01623206,0.018826763,0.025963485,0.025319071,0.003979817,0.009259294,0.044183029,0.005220639,0.002866261,0.007729074,0.009230938,709
0.043511864,0.039266339,0.034586705,0.048387246,0.029856063,0.014087473,0.015260611,0.021852916,0.022317948,0.000878072,0.006629229,0.040323835,0.005913066,0.001363912,0.00668061,0.007541678,713
0.044567136,0.036244341,0.031445459,0.043850394,0.028679125,0.013497081,0.013989702,0.019736656,0.020450074,-0.001200602,0.002318221,0.035541193,0.005383899,-0.000461918,0.005810934,0.006286404,717
0.04330968,0.03545604,0.030298087,0.041938167,0.025600172,0.012043615,0.013056903,0.019081291,0.02086425,-0.002764698,0.0010533,0.035871334,0.005962895,-0.001097067,0.005962895,0.004493362,721
0.044382227,0.036264337,0.030756612,0.042283382,0.027345522,0.012605949,0.013934396,0.019167113,0.019318788,-0.003683437,0.000800543,0.036264337,0.005672079,-0.001643365,0.005466933,0.004699356,725
0.039676308,0.028692275,0.024945484,0.034598103,0.022694644,0.009313785,0.010615371,0.01578972,0.018195221,-0.007599577,-0.002891177,0.031802326,0.004977655,-0.00415581,0.003393403,0.002500764,729
0.049570587,0.037573723,0.033608601,0.04537563,0.03033549,0.014150502,0.015069889,0.020669483,0.0207973,-0.005657597,0.000429995,0.039687654,0.005494937,-0.002138346,0.006932272,0.005329702,733
0.046980699,0.03130576,0.028569476,0.038162234,0.026229629,0.011456953,0.012866243,0.018475744,0.018835994,-0.008249478,-0.002987896,0.037919815,0.004828188,-0.003633888,0.004374499,0.003808716,737
0.051476656,0.037253333,0.035331956,0.04698983,0.032405801,0.014872233,0.015820613,0.022447158,0.021495746,-0.007475937,-0.000353324,0.044894316,0.005428218,-0.002809492,0.007004392,0.005730441,741
0.051761375,0.032849781,0.029971915,0.042001538,0.029683714,0.012845281,0.0138157,0.020398419,0.023372945,-0.007001008,-0.000972392,0.0421356,0.00554606,-0.0027208,0.005171883,0.005670929,745
0.058010731,0.039765326,0.036177874,0.049970768,0.036574369,0.015461122,0.016309907,0.023295514,0.022809582,-0.008205538,-0.001574959,0.048939364,0.005526351,-0.003521384,0.007354828,0.007558946,749
0.055889953,0.031575796,0.031135409,0.043940356,0.032734895,0.013523264,0.014543078,0.021517316,0.021127847,-0.01132303,-0.004753857,0.045454106,0.004345159,-0.005061937,0.005813084,0.005602772,753
0.056856816,0.037283908,0.03451198,0.048552005,0.039485565,0.014430089,0.015717368,0.023354644,0.019653298,-0.010822713,-0.004034418,0.051922565,0.004091521,-0.005044987,0.00771651,0.005318778,757
0.063580149,0.040042896,0.037523292,0.050960535,0.039759675,0.015272595,0.018009258,0.02539391,0.030380403,-0.007915856,-0.000614061,0.058277342,0.007820336,-0.002596025,0.008857983,0.008458301,761
0.055509406,0.0342541,0.033500443,0.050390736,0.044740044,0.01237079,0.014969164,0.023441027,0.029192117,-0.012031087,-0.004335178,0.058091544,0.005113732,-0.004996071,0.004846255,0.005828621,765
0.066049301,0.03790292,0.037510957,0.05448945,0.04418487,0.015450578,0.017485894,0.026837701,0.035166582,-0.006420898,0,0.066677348,0.009362828,-0.002412276,0.009175309,0.010491356,769
0.058883417,0.035039257,0.032120751,0.053679391,0.049366024,0.012069809,0.014833237,0.026135434,0.036392903,-0.010064498,-0.001659198,0.068751436,0.009015955,-0.002684689,0.005577629,0.007397459,773
0.067920181,0.042647685,0.038614328,0.05768339,0.048995847,0.017426072,0.020016796,0.029583234,0.044798253,-0.001725105,0.008950341,0.082303808,0.012449925,0.002280637,0.011308844,0.015677226,777
0.066096066,0.040958608,0.041801625,0.067287546,0.056092098,0.016170962,0.018940734,0.031270556,0.040677965,-0.010100327,0.008773924,0.092146223,0.007802537,-0.000127696,0.009931449,0.013844117,781
